,Job title,Company name,Job description,Job location,Salary,Job type
1112,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
1113,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,"Duration & Type: 12 months Contract with a major pharmaceutical industry client.Location: Summit, New Jersey (This can be a remote role but the candidate…","Summit, NJ",Pay information not provided,Contract
1114,Board Certified Behavior Analyst (BCBA),,,,,
1115,,,,,,
1116,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,,,,
1120,,,,,,
1121,,,,,,
1122,,,,,,
1123,,,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,NaN
1127,,,,,,
1128,Pricing Analyst (SAP) - 0155,infosoft,Strong analytical skills and data management experience.Help develop internal and external price data reporting (e.g. long-time not priced products and SAP…,"Bridgewater, NJ 08807",$20 - $22 an hour,Full-time+1
1129,Board Certified Behavior Analyst (BCBA),,,,,NaN
1130,,,,,,NaN
1131,,,,,,NaN
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,NaN
1137,,,,,,
1138,,,,,,NaN
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",NaN,NaN
1144,Board Certified Behavior Analyst (BCBA),,,,,
1145,,,,,NaN,NaN
1146,,,,,,
1147,,,,,,
1148,,,,,,
1149,,,,,,
1150,,,,,NaN,NaN
1151,,,,,,
1152,,,,,,
1153,,,,,,
1154,,,,,,NaN
1155,,,,,,
1156,,,,,,NaN
1157,,,,,,
1158,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Pay information not provided,Full-time+1
1159,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",NaN,NaN
1160,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Pay information not provided,Full-time
1161,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
1162,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Pay information not provided,Temporary
1163,Behavior Analyst (FT),Kaleidoscope ABA,"Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.Pay: $78,000 to $91,000.","Middlesex, NJ","$78,000 - $91,000 a year",Full-time
1164,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",NaN,NaN
1165,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
1166,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,"Analyze data and implement data-driven program changes.Master It Behavior Therapy *is an ABA therapy agency with decades of experience, truly changing lives…","New Jersey, NJ",$77 - $81 an hour,Part-time
1167,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Pay information not provided,Part-time
1168,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.Why join the Suburban Propane team?","Whippany, NJ 07981",Pay information not provided,Full-time
1169,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1170,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Pay information not provided,NaN
1171,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,"Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.Pay: $78,000 to $91,000.","Union, NJ","$78,000 - $91,000 a year",Full-time
1172,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Full-time,NaN
1173,Sr. Product Operations Engineer,,,,,NaN
1174,,,,,,NaN
1175,,,,,,NaN
1176,,,,,,
1177,,,,,,NaN
1178,,,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,,,,NaN
1183,,,,,,NaN
1184,,,,,,
1185,,,,,NaN,NaN
1186,,,,,,
1187,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $112K - $141K a year,Full-time
1188,,,,,,
1189,,,,,,
1190,,,,,,NaN
1191,,,,,,
1192,,,,,,
1193,,,,,,
1194,,,,,,
1195,,,,,,
1196,,,,,,
1197,,,,,,
1198,,,,,,
1199,,,,,,NaN
1200,,,,,,NaN
1201,,,,,,
1202,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",Estimated $67.7K - $85.7K a year,Full-time
1203,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Estimated $92.8K - $117K a year,Full-time
1204,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
1205,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",Estimated $43K - $54.4K a year,Temporary
1206,Behavior Analyst (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Middlesex, NJ","$78,000 - $91,000 a year",Full-time
1207,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",Full-time,NaN
1208,Board Certified Behavior Analyst (BCBA) at Adult Community Services,The Educational Services Commission of New Jersey,"Demonstrates ability to analyze data and make data-based decisions.Maintains records, data, and reports in approved formats as necessary and required.","Piscataway, NJ 08854","$49,629 - $75,000 a year",Full-time
1209,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",$77 - $81 an hour,Part-time
1210,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Estimated $118K - $150K a year,Part-time
1211,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",Full-time,NaN
1212,Board Certified Behavior Analyst (BCBA),Achieve Beyond Pediatric Therapy & Autism Services,Analyze data and implement data-driven program changes.Training and use of our paperless billing and data collection system.,"Bronx, NY",$75 - $95 an hour,Full-time
1213,BOARD CERTIFIED BEHAVIOR ANALYST (BCBA) -School based,St Mary's Healthcare System for Children,"Establishes effective data collection and graphing systems, analyzes data, and trains staff in methods of data collection and analysis.","Sea Cliff, NY",$65 - $90 an hour,Full-time+1
1214,Program Data Support Analyst,Goodwin Recruiting,Load monthly reports to data processing tools and running models to obtain aggregated data sets.Support data mapping and implementation efforts for new…,,"$100,000 - $150,000 a year",Health insurance
